TypeAchat,Sexe,ClasseAge,Formation,Annee,NbrPersonnes
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,15-29,-25ans,2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,30-59,Total,2014,99807
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,30-59,-25ans,2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,60+,Total,2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2014,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Femme,60+,-25ans,2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,Total,Total,2014,1165229
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,Total,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,Total,Niveau secondaire (25+),2014,333587
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,Total,Niveau tertiaire (25+),2014,616950
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,Total,-25ans,2014,197888
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,15-29,Total,2014,368075
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,15-29,Niveau secondaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,15-29,Niveau tertiaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,15-29,-25ans,2014,197888
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,30-59,Total,2014,702019
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,30-59,Niveau secondaire (25+),2014,216902
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,30-59,Niveau tertiaire (25+),2014,476041
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,30-59,-25ans,2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,60+,Total,2014,95135
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,60+,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,60+,Niveau secondaire (25+),2014,55010
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,60+,Niveau tertiaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Total,60+,-25ans,2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,Total,Total,2014,792411
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,Total,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,Total,Niveau secondaire (25+),2014,207076
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,Total,Niveau tertiaire (25+),2014,426347
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,Total,-25ans,2014,148569
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,15-29,Total,2014,242603
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,15-29,Niveau secondaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,15-29,Niveau tertiaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,15-29,-25ans,2014,148569
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,30-59,Total,2014,475891
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,30-59,Niveau secondaire (25+),2014,131860
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,30-59,Niveau tertiaire (25+),2014,337116
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,30-59,-25ans,2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,60+,Total,2014,73916
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,60+,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,60+,Niveau secondaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,60+,Niveau tertiaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Homme,60+,-25ans,2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,Total,Total,2014,372818
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,Total,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,Total,Niveau secondaire (25+),2014,126511
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,Total,Niveau tertiaire (25+),2014,190602
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,Total,-25ans,2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,15-29,Total,2014,125472
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,15-29,Niveau secondaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,15-29,Niveau tertiaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,15-29,-25ans,2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,30-59,Total,2014,226128
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,30-59,Niveau secondaire (25+),2014,85041
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,30-59,Niveau tertiaire (25+),2014,138925
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,30-59,-25ans,2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,60+,Total,2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,60+,Sans formation post-obligatoire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,60+,Niveau secondaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,60+,Niveau tertiaire (25+),2014,NA
Achat equipements electroniques et audiovisuels (au cours des 12 derniers mois),Femme,60+,-25ans,2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,Total,Total,2014,2583985
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2014,893366
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2014,1337636
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,Total,-25ans,2014,285999
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,15-29,Total,2014,604025
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2014,136241
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2014,180430
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,15-29,-25ans,2014,285999
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,30-59,Total,2014,1673091
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2014,597465
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2014,1019104
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,30-59,-25ans,2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,60+,Total,2014,306869
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2014,159660
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2014,138102
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Total,60+,-25ans,2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,Total,Total,2014,1376214
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2014,402386
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2014,812870
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,Total,-25ans,2014,133828
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,15-29,Total,2014,287421
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,15-29,-25ans,2014,133828
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,30-59,Total,2014,894185
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,30-59,Niveau secondaire (25+),2014,265643
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,30-59,Niveau tertiaire (25+),2014,604347
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,30-59,-25ans,2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,60+,Total,2014,194609
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,60+,Niveau secondaire (25+),2014,79350
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,60+,Niveau tertiaire (25+),2014,113679
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Homme,60+,-25ans,2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,Total,Total,2014,1207770
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,Total,Niveau secondaire (25+),2014,490980
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,Total,Niveau tertiaire (25+),2014,524766
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,Total,-25ans,2014,152170
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,15-29,Total,2014,316604
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,15-29,-25ans,2014,152170
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,30-59,Total,2014,778907
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2014,331823
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2014,414756
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,30-59,-25ans,2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,60+,Total,2014,112260
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2014,80310
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2014,NA
"Achat sejours hotels, logements de vacances (au cours des 12 derniers mois)",Femme,60+,-25ans,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,Total,Total,2014,1246938
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2014,366363
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2014,655414
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,Total,-25ans,2014,193845
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,15-29,Total,2014,346570
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,15-29,-25ans,2014,193845
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,30-59,Total,2014,764068
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2014,246344
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2014,493427
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,30-59,-25ans,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,60+,Total,2014,136300
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2014,59449
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2014,71187
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Total,60+,-25ans,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,Total,Total,2014,946774
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2014,271809
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2014,495711
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,Total,-25ans,2014,159608
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,15-29,Total,2014,279939
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,15-29,-25ans,2014,159608
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,30-59,Total,2014,563947
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,30-59,Niveau secondaire (25+),2014,176357
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,30-59,Niveau tertiaire (25+),2014,373513
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,30-59,-25ans,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,60+,Total,2014,102889
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,60+,Niveau secondaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,60+,Niveau tertiaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Homme,60+,-25ans,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,Total,Total,2014,300164
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,Total,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,Total,Niveau secondaire (25+),2014,94554
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,Total,Niveau tertiaire (25+),2014,159703
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,Total,-25ans,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,15-29,Total,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,15-29,-25ans,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,30-59,Total,2014,200122
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2014,69986
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2014,119914
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,30-59,-25ans,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,60+,Total,2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2014,NA
"Achat logiciels, mises a jour ordinateur ou jeux video (au cours des 12 derniers mois)",Femme,60+,-25ans,2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,Total,Total,2014,2632203
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,Total,Sans formation post-obligatoire (25+),2014,108834
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,Total,Niveau secondaire (25+),2014,828377
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,Total,Niveau tertiaire (25+),2014,1338763
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,Total,-25ans,2014,356229
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,15-29,Total,2014,692363
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,15-29,Sans formation post-obligatoire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,15-29,Niveau secondaire (25+),2014,155971
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,15-29,Niveau tertiaire (25+),2014,171224
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,15-29,-25ans,2014,356229
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,30-59,Total,2014,1626030
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,30-59,Sans formation post-obligatoire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,30-59,Niveau secondaire (25+),2014,538901
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,30-59,Niveau tertiaire (25+),2014,1008165
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,30-59,-25ans,2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,60+,Total,2014,313809
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,60+,Sans formation post-obligatoire (25+),2014,20931
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,60+,Niveau secondaire (25+),2014,133505
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,60+,Niveau tertiaire (25+),2014,159374
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Total,60+,-25ans,2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,Total,Total,2014,1441941
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,Total,Sans formation post-obligatoire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,Total,Niveau secondaire (25+),2014,382712
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,Total,Niveau tertiaire (25+),2014,825981
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,Total,-25ans,2014,178582
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,15-29,Total,2014,347564
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,15-29,Niveau secondaire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,15-29,Niveau tertiaire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,15-29,-25ans,2014,178582
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,30-59,Total,2014,907158
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,30-59,Sans formation post-obligatoire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,30-59,Niveau secondaire (25+),2014,247559
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,30-59,Niveau tertiaire (25+),2014,622525
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,30-59,-25ans,2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,60+,Total,2014,187219
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,60+,Sans formation post-obligatoire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,60+,Niveau secondaire (25+),2014,56352
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,60+,Niveau tertiaire (25+),2014,119131
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Homme,60+,-25ans,2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,Total,Total,2014,1190261
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,Total,Sans formation post-obligatoire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,Total,Niveau secondaire (25+),2014,445664
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,Total,Niveau tertiaire (25+),2014,512782
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,Total,-25ans,2014,177647
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,15-29,Total,2014,344800
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,15-29,Sans formation post-obligatoire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,15-29,Niveau secondaire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,15-29,Niveau tertiaire (25+),2014,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,15-29,-25ans,2014,177647
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,30-59,Total,2014,718872
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,30-59,Sans formation post-obligatoire (25+),2014,NA
