TypeAchat,Sexe,ClasseAge,Formation,Annee,NbrPersonnes
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,30-59,-25ans,2017,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,Total,2017,201286
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,Sans formation post-obligatoire (25+),2017,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,Niveau secondaire (25+),2017,112808
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,Niveau tertiaire (25+),2017,NA
Achats de billets de transports ou reservations de transports (au cours des 12 derniers mois),Femme,60+,-25ans,2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,Total,2017,2634375
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2017,140962
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2017,942622
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2017,1179078
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,Total,-25ans,2017,371713
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,Total,2017,622651
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2017,151578
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,15-29,-25ans,2017,371713
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,Total,2017,1657819
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2017,91517
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2017,692994
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2017,873308
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,30-59,-25ans,2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,Total,2017,353906
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2017,161747
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2017,154191
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Total,60+,-25ans,2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,Total,2017,1329934
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2017,75601
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2017,386771
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2017,686754
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,Total,-25ans,2017,180808
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,Total,2017,282684
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,15-29,-25ans,2017,180808
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,Total,2017,853955
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,Sans formation post-obligatoire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,Niveau secondaire (25+),2017,285218
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,Niveau tertiaire (25+),2017,511657
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,30-59,-25ans,2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,Total,2017,193295
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,Sans formation post-obligatoire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,Niveau secondaire (25+),2017,75106
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,Niveau tertiaire (25+),2017,104421
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Homme,60+,-25ans,2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,Total,2017,1304441
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,Sans formation post-obligatoire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,Niveau secondaire (25+),2017,555851
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,Niveau tertiaire (25+),2017,492324
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,Total,-25ans,2017,190905
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,Total,2017,339967
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,15-29,-25ans,2017,190905
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,Total,2017,803863
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2017,407776
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2017,361651
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,30-59,-25ans,2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,Total,2017,160611
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2017,86640
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2017,NA
"Achat de billets pour manifestations, spectacles (au cours des 12 derniers mois)",Femme,60+,-25ans,2017,NA
Vente en ligne au cours des 3 derniers mois,Total,Total,Total,2017,1450105
Vente en ligne au cours des 3 derniers mois,Total,Total,Sans formation post-obligatoire (25+),2017,143174
Vente en ligne au cours des 3 derniers mois,Total,Total,Niveau secondaire (25+),2017,563675
Vente en ligne au cours des 3 derniers mois,Total,Total,Niveau tertiaire (25+),2017,561029
Vente en ligne au cours des 3 derniers mois,Total,Total,-25ans,2017,182227
Vente en ligne au cours des 3 derniers mois,Total,15-29,Total,2017,328515
Vente en ligne au cours des 3 derniers mois,Total,15-29,Sans formation post-obligatoire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Total,15-29,Niveau secondaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Total,15-29,Niveau tertiaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Total,15-29,-25ans,2017,182227
Vente en ligne au cours des 3 derniers mois,Total,30-59,Total,2017,964741
Vente en ligne au cours des 3 derniers mois,Total,30-59,Sans formation post-obligatoire (25+),2017,116920
Vente en ligne au cours des 3 derniers mois,Total,30-59,Niveau secondaire (25+),2017,417062
Vente en ligne au cours des 3 derniers mois,Total,30-59,Niveau tertiaire (25+),2017,430759
Vente en ligne au cours des 3 derniers mois,Total,30-59,-25ans,2017,NA
Vente en ligne au cours des 3 derniers mois,Total,60+,Total,2017,156849
Vente en ligne au cours des 3 derniers mois,Total,60+,Sans formation post-obligatoire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Total,60+,Niveau secondaire (25+),2017,78154
Vente en ligne au cours des 3 derniers mois,Total,60+,Niveau tertiaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Total,60+,-25ans,2017,NA
Vente en ligne au cours des 3 derniers mois,Homme,Total,Total,2017,855540
Vente en ligne au cours des 3 derniers mois,Homme,Total,Sans formation post-obligatoire (25+),2017,95578
Vente en ligne au cours des 3 derniers mois,Homme,Total,Niveau secondaire (25+),2017,273302
Vente en ligne au cours des 3 derniers mois,Homme,Total,Niveau tertiaire (25+),2017,373115
Vente en ligne au cours des 3 derniers mois,Homme,Total,-25ans,2017,113545
Vente en ligne au cours des 3 derniers mois,Homme,15-29,Total,2017,198492
Vente en ligne au cours des 3 derniers mois,Homme,15-29,Sans formation post-obligatoire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Homme,15-29,Niveau secondaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Homme,15-29,Niveau tertiaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Homme,15-29,-25ans,2017,113545
Vente en ligne au cours des 3 derniers mois,Homme,30-59,Total,2017,553002
Vente en ligne au cours des 3 derniers mois,Homme,30-59,Sans formation post-obligatoire (25+),2017,83628
Vente en ligne au cours des 3 derniers mois,Homme,30-59,Niveau secondaire (25+),2017,189446
Vente en ligne au cours des 3 derniers mois,Homme,30-59,Niveau tertiaire (25+),2017,279928
Vente en ligne au cours des 3 derniers mois,Homme,30-59,-25ans,2017,NA
Vente en ligne au cours des 3 derniers mois,Homme,60+,Total,2017,104046
Vente en ligne au cours des 3 derniers mois,Homme,60+,Sans formation post-obligatoire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Homme,60+,Niveau secondaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Homme,60+,Niveau tertiaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Homme,60+,-25ans,2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,Total,Total,2017,594565
Vente en ligne au cours des 3 derniers mois,Femme,Total,Sans formation post-obligatoire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,Total,Niveau secondaire (25+),2017,290373
Vente en ligne au cours des 3 derniers mois,Femme,Total,Niveau tertiaire (25+),2017,187914
Vente en ligne au cours des 3 derniers mois,Femme,Total,-25ans,2017,68682
Vente en ligne au cours des 3 derniers mois,Femme,15-29,Total,2017,130022
Vente en ligne au cours des 3 derniers mois,Femme,15-29,Sans formation post-obligatoire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,15-29,Niveau secondaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,15-29,Niveau tertiaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,15-29,-25ans,2017,68682
Vente en ligne au cours des 3 derniers mois,Femme,30-59,Total,2017,411740
Vente en ligne au cours des 3 derniers mois,Femme,30-59,Sans formation post-obligatoire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,30-59,Niveau secondaire (25+),2017,227616
Vente en ligne au cours des 3 derniers mois,Femme,30-59,Niveau tertiaire (25+),2017,150831
Vente en ligne au cours des 3 derniers mois,Femme,30-59,-25ans,2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,Total,2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,Sans formation post-obligatoire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,Niveau secondaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,Niveau tertiaire (25+),2017,NA
Vente en ligne au cours des 3 derniers mois,Femme,60+,-25ans,2017,NA
E-banking au cours des 3 derniers mois,Total,Total,Total,2017,4190491
E-banking au cours des 3 derniers mois,Total,Total,Sans formation post-obligatoire (25+),2017,419476
E-banking au cours des 3 derniers mois,Total,Total,Niveau secondaire (25+),2017,1563586
